"LAMTOR2"	"chr1"	156054782	156058506
"MEX3A"	"chr1"	156072013	156082465
"LMNA"	"chr1"	156082573	156140089
"SEMA4A"	"chr1"	156147366	156177752
"SLC25A44"	"chr1"	156193932	156212796
"PMF1"	"chr1"	156212993	156240042
"BGLAP"	"chr1"	156242184	156243317
"PAQR6"	"chr1"	156243320	156248117
"SMG5"	"chr1"	156249224	156282825
"TMEM79"	"chr1"	156282935	156293185
"CCT3"	"chr1"	156308968	156367873
"TSACC"	"chr1"	156337314	156346995
"RHBG"	"chr1"	156369211	156385219
"C1orf61"	"chr1"	156404250	156456763
"MEF2D"	"chr1"	156463727	156500779
"IQGAP3"	"chr1"	156525405	156572604
"GPATCH4"	"chr1"	156594301	156601496
"HAPLN2"	"chr1"	156619331	156625725
"BCAN"	"chr1"	156641390	156659532
"NES"	"chr1"	156668763	156677407
"CRABP2"	"chr1"	156699606	156705816
"ISG20L2"	"chr1"	156721891	156728766
"RRNAD1"	"chr1"	156728442	156736960
"MRPL24"	"chr1"	156737303	156741590
"HDGF"	"chr1"	156742109	156766925
"PRCC"	"chr1"	156750610	156800815
"SH2D2A"	"chr1"	156806243	156816848
"NTRK1"	"chr1"	156815640	156881850
"PEAR1"	"chr1"	156893698	156916434
"ARHGEF11"	"chr1"	156934840	157045742
"ETV3"	"chr1"	157121191	157138474
"FCRL5"	"chr1"	157513377	157552515
"FCRL3"	"chr1"	157674321	157700769
"FCRL2"	"chr1"	157745733	157777132
"FCRL1"	"chr1"	157794403	157820120
"CD5L"	"chr1"	157830911	157898256
"CD1D"	"chr1"	158178030	158186427
"CD1C"	"chr1"	158289923	158294774
"CD1B"	"chr1"	158327951	158331531
"CD1E"	"chr1"	158353696	158357553
"MNDA"	"chr1"	158831351	158849506
"PYHIN1"	"chr1"	158930796	158977059
"IFI16"	"chr1"	158999968	159055155
"AIM2"	"chr1"	159062484	159147096
"FCER1A"	"chr1"	159289714	159308224
"APCS"	"chr1"	159587826	159588865
"CRP"	"chr1"	159712289	159714589
"DUSP23"	"chr1"	159780932	159782543
"FCRL6"	"chr1"	159800511	159816257
"SLAMF8"	"chr1"	159826811	159837492
"VSIG8"	"chr1"	159854316	159862657
"TAGLN2"	"chr1"	159918107	159925507
"IGSF9"	"chr1"	159927039	159945613
"SLAMF9"	"chr1"	159951492	159954237
"LINC01133"	"chr1"	159958035	159984750
"KCNJ10"	"chr1"	159998651	160070160
"PIGM"	"chr1"	160024953	160031990
"IGSF8"	"chr1"	160091340	160098943
"ATP1A2"	"chr1"	160115759	160143591
"PEA15"	"chr1"	160205380	160215376
"DCAF8"	"chr1"	160215715	160262549
"PEX19"	"chr1"	160276807	160286348
"COPA"	"chr1"	160288594	160343273
"NCSTN"	"chr1"	160343316	160358952
"NHLH1"	"chr1"	160367071	160372846
"VANGL2"	"chr1"	160400564	160428670
"SLAMF6"	"chr1"	160485030	160523262
"CD84"	"chr1"	160541095	160579516
"SLAMF1"	"chr1"	160608106	160647295
"CD48"	"chr1"	160678746	160711831
"SLAMF7"	"chr1"	160739057	160754821
"LY9"	"chr1"	160796074	160828261
"CD244"	"chr1"	160830160	160862887
"ITLN1"	"chr1"	160876540	160885180
"ITLN2"	"chr1"	160945025	160954809
"F11R"	"chr1"	160995211	161021343
"TSTD1"	"chr1"	161037631	161038977
"USF1"	"chr1"	161039251	161045977
"ARHGAP30"	"chr1"	161046946	161069970
"KLHDC9"	"chr1"	161098361	161100346
"PFDN2"	"chr1"	161100556	161118055
"NIT1"	"chr1"	161118086	161125445
"DEDD"	"chr1"	161120974	161132688
"UFC1"	"chr1"	161152776	161158856
"AL590714.1"	"chr1"	161153760	161159349
"USP21"	"chr1"	161159450	161165723
"PPOX"	"chr1"	161166056	161178013
"B4GALT3"	"chr1"	161171310	161177968
"ADAMTS4"	"chr1"	161184302	161199054
"NDUFS2"	"chr1"	161197104	161214395
"FCER1G"	"chr1"	161215234	161220699
"APOA2"	"chr1"	161222292	161223631
"TOMM40L"	"chr1"	161225939	161230746
"NR1I3"	"chr1"	161229666	161238244
"PCP4L1"	"chr1"	161258745	161285450
"MPZ"	"chr1"	161304735	161309968
"SDHC"	"chr1"	161314381	161371964
"FCGR2A"	"chr1"	161505430	161524013
"HSPA6"	"chr1"	161524540	161526894
"FCGR3A"	"chr1"	161541759	161550737
"FCGR3B"	"chr1"	161623196	161631963
"FCGR2B"	"chr1"	161663147	161678654
"FCRLA"	"chr1"	161706972	161714352
"FCRLB"	"chr1"	161721563	161728143
"DUSP12"	"chr1"	161749758	161757238
"ATF6"	"chr1"	161766320	161964070
"OLFML2B"	"chr1"	161983192	162023854
"NOS1AP"	"chr1"	162069691	162370475
"C1orf226"	"chr1"	162378841	162386812
"SH2D1B"	"chr1"	162395268	162412138
"UHMK1"	"chr1"	162497251	162529631
"UAP1"	"chr1"	162561506	162599842
"DDR2"	"chr1"	162631373	162787405
"HSD17B7"	"chr1"	162790702	162812817
"RGS4"	"chr1"	163068775	163076802
"RGS5"	"chr1"	163111121	163321791
"NUF2"	"chr1"	163266576	163355764
"U3"	"chr1"	163923670	163923873
"PBX1"	"chr1"	164555584	164899296
"RXRG"	"chr1"	165400922	165445355
"MGST3"	"chr1"	165631213	165661796
"ALDH9A1"	"chr1"	165662216	165698863
"TMCO1"	"chr1"	165724293	165827755
"UCK2"	"chr1"	165827614	165911618
"FAM78B"	"chr1"	166057426	166167001
"POGK"	"chr1"	166839447	166856359
"TADA1"	"chr1"	166856510	166876264
"ILDR2"	"chr1"	166895711	166975540
"MAEL"	"chr1"	166975582	167022214
"POU2F1"	"chr1"	167220876	167427345
"CD247"	"chr1"	167430640	167518610
"CREG1"	"chr1"	167529117	167553805
"RCSD1"	"chr1"	167630093	167708696
"MPZL1"	"chr1"	167721192	167791919
"ADCY10"	"chr1"	167809386	167914215
"MPC2"	"chr1"	167916675	167937072
"DCAF6"	"chr1"	167935783	168075843
"GPR161"	"chr1"	168079543	168137667
"TIPRL"	"chr1"	168178962	168202109
"SFT2D2"	"chr1"	168225938	168253021
"TBX19"	"chr1"	168280877	168314426
"XCL2"	"chr1"	168540768	168543997
"XCL1"	"chr1"	168576605	168582069
"DPT"	"chr1"	168695468	168729206
"ATP1B1"	"chr1"	169105697	169132722
"NME7"	"chr1"	169132531	169367948
"BLZF1"	"chr1"	169367970	169396540
"CCDC181"	"chr1"	169394870	169460669
"SLC19A2"	"chr1"	169463909	169485944
"F5"	"chr1"	169511951	169586588
"SELP"	"chr1"	169588849	169630193
"C1orf112"	"chr1"	169662007	169854080
"SELL"	"chr1"	169690665	169711702
"SELE"	"chr1"	169722640	169764705
"METTL18"	"chr1"	169792529	169794963
"SCYL3"	"chr1"	169849631	169894267
"KIFAP3"	"chr1"	169921326	170085208
"GORAB"	"chr1"	170532131	170553834
"PRRX1"	"chr1"	170662728	170739421
"FMO3"	"chr1"	171090901	171117819
"FMO2"	"chr1"	171185249	171212686
"FMO1"	"chr1"	171248471	171285978
"FMO4"	"chr1"	171314183	171342084
"PRRC2C"	"chr1"	171485551	171593511
"VAMP4"	"chr1"	171700160	171742074
"DNM3"	"chr1"	171841498	172418466
"DNM3OS"	"chr1"	172138397	172144840
"PIGC"	"chr1"	172370189	172444086
"C1orf105"	"chr1"	172420685	172468831
"SUCO"	"chr1"	172532349	172611833
"FASLG"	"chr1"	172659103	172666876
"TNFSF18"	"chr1"	173039960	173050963
"TNFSF4"	"chr1"	173183731	173207331
"PRDX6"	"chr1"	173477330	173488815
"ANKRD45"	"chr1"	173608336	173669851
"KLHL20"	"chr1"	173714941	173786692
"CENPL"	"chr1"	173799550	173824720
"DARS2"	"chr1"	173824653	173858808
"GAS5-AS1"	"chr1"	173862473	173863941
"ZBTB37"	"chr1"	173868082	173903549
"SERPINC1"	"chr1"	173903804	173917378
"RC3H1"	"chr1"	173931084	174022357
"RABGAP1L"	"chr1"	174159410	174995308
"GPR52"	"chr1"	174447964	174449545
"CACYBP"	"chr1"	174999163	175012027
"MRPS14"	"chr1"	175010789	175023425
"TNN"	"chr1"	175067833	175148075
"KIAA0040"	"chr1"	175156986	175192999
"PAPPA2"	"chr1"	176463171	176845601
"ASTN1"	"chr1"	176857302	177164973
"SEC16B"	"chr1"	177923956	177984303
"RASAL2-AS1"	"chr1"	178090677	178093984
"RASAL2"	"chr1"	178094104	178484147
"C1orf220"	"chr1"	178542752	178548889
"RALGPS2"	"chr1"	178725147	178921841
"ANGPTL1"	"chr1"	178849535	178871077
"FAM20B"	"chr1"	179025804	179076567
"TOR3A"	"chr1"	179082070	179098023
"ABL2"	"chr1"	179099330	179229684
"SOAT1"	"chr1"	179293714	179358680
"TOR1AIP2"	"chr1"	179839967	179877803
"TOR1AIP1"	"chr1"	179882042	179925000
"CEP350"	"chr1"	179954773	180114875
"QSOX1"	"chr1"	180154869	180204030
"LHX4"	"chr1"	180230264	180278984
"ACBD6"	"chr1"	180269653	180502954
"XPR1"	"chr1"	180632022	180890279
"KIAA1614"	"chr1"	180912897	180951614
"STX6"	"chr1"	180972712	181023121
"MR1"	"chr1"	181033425	181061938
"IER5"	"chr1"	181088700	181092900
"GLUL"	"chr1"	182378098	182392206
"RNASEL"	"chr1"	182573634	182589256
"RGS16"	"chr1"	182598623	182604389
"NPL"	"chr1"	182789293	182830384
"DHX9"	"chr1"	182839347	182887982
"LAMC1"	"chr1"	183023420	183145592
"LAMC2"	"chr1"	183186238	183245127
"NMNAT2"	"chr1"	183248237	183418380
"SMG7"	"chr1"	183472216	183598246
"NCF2"	"chr1"	183555562	183590876
"ARPC5"	"chr1"	183620846	183635783
"RGL1"	"chr1"	183636085	183928532
"COLGALT2"	"chr1"	183929854	184037729
"TSEN15"	"chr1"	184051651	184123978
"C1orf21"	"chr1"	184387029	184629019
"EDEM3"	"chr1"	184690237	184754907
"RNF2"	"chr1"	185045526	185102603
"TRMT1L"	"chr1"	185118101	185157072
"SWT1"	"chr1"	185157080	185291781
"IVNS1ABP"	"chr1"	185296388	185317273
"HMCN1"	"chr1"	185734391	186190949
"PRG4"	"chr1"	186296279	186314567
"TPR"	"chr1"	186311652	186375693
"PTGS2"	"chr1"	186671791	186680423
"PLA2G4A"	"chr1"	186828949	186988981
"RGS18"	"chr1"	192158462	192185815
"RGS1"	"chr1"	192575763	192580024
"RGS13"	"chr1"	192636138	192660306
"RGS2"	"chr1"	192809039	192812275
"UCHL5"	"chr1"	193012250	193060080
"GLRX2"	"chr1"	193090866	193106114
"CDC73"	"chr1"	193121983	193254815
"B3GALT2"	"chr1"	193178730	193186613
"KCNT2"	"chr1"	196225779	196609225
"CFH"	"chr1"	196652043	196747504
"CFHR3"	"chr1"	196774813	196795407
"CFHR1"	"chr1"	196819757	196832189
"CFHR4"	"chr1"	196888014	196918713
"CFHR2"	"chr1"	196943738	196959622
"CFHR5"	"chr1"	196977556	197009678
"F13B"	"chr1"	197038741	197067260
"ASPM"	"chr1"	197084127	197146694
"ZBTB41"	"chr1"	197153682	197201293
"CRB1"	"chr1"	197268204	197478455
"DENND1B"	"chr1"	197504748	197775696
"C1orf53"	"chr1"	197902630	197907367
"LHX9"	"chr1"	197911902	197935478
"NEK7"	"chr1"	198156994	198322420
"PTPRC"	"chr1"	198638457	198757476
"MIR181A1HG"	"chr1"	198777861	198937471
"NR5A2"	"chr1"	200027614	200177420
"LINC00862"	"chr1"	200253419	200400705
"ZNF281"	"chr1"	200404940	200410056
"KIF14"	"chr1"	200551497	200620751
"DDX59"	"chr1"	200623896	200669907
"CAMSAP2"	"chr1"	200739558	200860704
"KIF21B"	"chr1"	200969390	201023700
"CACNA1S"	"chr1"	201039512	201112451
"TMEM9"	"chr1"	201134772	201171574
"PKP1"	"chr1"	201283452	201332993
"TNNT2"	"chr1"	201359008	201377764
"LAD1"	"chr1"	201380833	201399915
"PHLDA3"	"chr1"	201464278	201469237
"CSRP1"	"chr1"	201483530	201509456
"AC096677.1"	"chr1"	201507241	201534784
"RPS10P7"	"chr1"	201518703	201584367
"NAV1"	"chr1"	201622885	201826969
"IPO9-AS1"	"chr1"	201688259	201829559
"IPO9"	"chr1"	201829149	201884291
"SHISA4"	"chr1"	201888680	201892587
"LMOD1"	"chr1"	201896456	201946588
"TIMM17A"	"chr1"	201955503	201970664
"RNPEP"	"chr1"	201982372	202006147
"ELF3"	"chr1"	202007945	202017183
"GPR37L1"	"chr1"	202122917	202133592
"ARL8A"	"chr1"	202133404	202144743
"PTPN7"	"chr1"	202147013	202161588
"LGR6"	"chr1"	202193901	202319781
"UBE2T"	"chr1"	202331657	202341980
"PPP1R12B"	"chr1"	202348699	202592706
"KDM5B"	"chr1"	202724495	202808487
"PCAT6"	"chr1"	202810954	202812156
"RABIF"	"chr1"	202878282	202889149
"KLHL12"	"chr1"	202891116	202928636
"ADIPOR1"	"chr1"	202940826	202958572
"CYB5R1"	"chr1"	202961873	202967275
"TMEM183A"	"chr1"	203007374	203024848
"PPFIA4"	"chr1"	203026498	203078740
"ADORA1"	"chr1"	203090654	203167405
"CHI3L1"	"chr1"	203178931	203186704
"CHIT1"	"chr1"	203212827	203273641
"LINC01136"	"chr1"	203298758	203305309
"BTG2"	"chr1"	203305491	203309602
"FMOD"	"chr1"	203340628	203351758
"PRELP"	"chr1"	203475806	203491352
"ATP2B4"	"chr1"	203626787	203744081
"LAX1"	"chr1"	203765177	203776372
"ZC3H11A"	"chr1"	203795654	203854999
"ZBED6"	"chr1"	203795714	203854999
"SNRPE"	"chr1"	203861599	203871152
"LINC00303"	"chr1"	204032447	204041265
"SOX13"	"chr1"	204073115	204127743
"ETNK2"	"chr1"	204131062	204152044
"REN"	"chr1"	204154819	204190324
"KISS1"	"chr1"	204190341	204196491
"GOLT1A"	"chr1"	204198163	204213988
"PLEKHA6"	"chr1"	204218853	204377665
"PPP1R15B"	"chr1"	204403381	204411817
"PIK3C2B"	"chr1"	204422628	204494724
"MDM4"	"chr1"	204516379	204558120
"LRRN2"	"chr1"	204617170	204685738
"NFASC"	"chr1"	204828651	205022822
"TMEM81"	"chr1"	205083129	205084460
"RBBP5"	"chr1"	205086142	205122015
"DSTYK"	"chr1"	205142505	205211702
"TMCC2"	"chr1"	205227946	205285632
"NUAK2"	"chr1"	205302063	205321745
"KLHDC8A"	"chr1"	205336061	205357090
"CDK18"	"chr1"	205504595	205532793
"ELK4"	"chr1"	205597556	205632011
"SLC45A3"	"chr1"	205657851	205680509
"NUCKS1"	"chr1"	205712822	205750182
"AC119673.1"	"chr1"	205775559	205783623
"SLC41A1"	"chr1"	205789094	205813748
"SLC26A9"	"chr1"	205913048	205943460
"FAM72A"	"chr1"	206186179	206204414
"SRGAP2"	"chr1"	206203345	206464443
"IKBKE"	"chr1"	206470476	206496889
"RASSF5"	"chr1"	206507531	206589448
"EIF2D"	"chr1"	206571292	206612465
"DYRK3"	"chr1"	206635536	206684419
"MAPKAPK2"	"chr1"	206684905	206734281
"IL10"	"chr1"	206767602	206774541
"IL20"	"chr1"	206865354	206869223
"IL24"	"chr1"	206897443	206904139
"PIGR"	"chr1"	206928522	206946466
"FCAMR"	"chr1"	206957965	206970625
"PFKFB2"	"chr1"	207034366	207081024
"YOD1"	"chr1"	207043849	207052980
"C4BPB"	"chr1"	207088860	207099993
"C4BPA"	"chr1"	207104233	207144972
"CD55"	"chr1"	207321532	207386804
"CR2"	"chr1"	207454230	207489895
"CR1"	"chr1"	207496147	207641765
"CR1L"	"chr1"	207645113	207738416
"CD46"	"chr1"	207752054	207795513
"CD34"	"chr1"	207880972	207911402
"PLXNA2"	"chr1"	208022242	208244384
"CAMK1G"	"chr1"	209583714	209613939
"LAMB3"	"chr1"	209614870	209652425
"G0S2"	"chr1"	209675412	209676390
"HSD11B1"	"chr1"	209686178	209734949
"TRAF3IP3"	"chr1"	209756032	209782320
"C1orf74"	"chr1"	209779208	209784559
"IRF6"	"chr1"	209785617	209806175
"SERTAD4-AS1"	"chr1"	210231456	210234047
"SERTAD4"	"chr1"	210232796	210246631
"HHAT"	"chr1"	210328252	210676296
"RCOR3"	"chr1"	211258377	211316385
"TRAF5"	"chr1"	211326615	211374946
"SLC30A1"	"chr1"	211571568	211579161
"NEK2"	"chr1"	211658657	211675630
"LPGAT1"	"chr1"	211743457	211830763
"INTS7"	"chr1"	211940399	212035557
"DTL"	"chr1"	212035553	212107400
"PPP2R5A"	"chr1"	212285410	212361853
"NENF"	"chr1"	212432920	212446379
"ATF3"	"chr1"	212565334	212620777
"FAM71A"	"chr1"	212624474	212626775
"BATF3"	"chr1"	212686417	212699840
"NSL1"	"chr1"	212726153	212791782
"TATDN3"	"chr1"	212791828	212816830
"FLVCR1"	"chr1"	212858275	212899363
"VASH2"	"chr1"	212950520	212992037
"ANGEL2"	"chr1"	212992182	213015867
"RPS6KC1"	"chr1"	213051233	213274774
"PROX1-AS1"	"chr1"	213817751	213988508
"PROX1"	"chr1"	213983181	214041510
"SMYD2"	"chr1"	214281102	214337131
"PTPN14"	"chr1"	214348700	214552449
"CENPF"	"chr1"	214603195	214664571
"KCTD3"	"chr1"	215567304	215621807
"USH2A"	"chr1"	215622891	216423448
"ESRRG"	"chr1"	216503246	217137755
"GPATCH2"	"chr1"	217426992	217631090
"SPATA17"	"chr1"	217631324	217871696
"RRP15"	"chr1"	218285293	218337983
"TGFB2"	"chr1"	218345336	218444619
"LYPLAL1"	"chr1"	219173869	219212865
"SLC30A10"	"chr1"	219685427	219958647
"BPNT1"	"chr1"	220057482	220090462
"IARS2"	"chr1"	220094132	220148041
"RAB3GAP2"	"chr1"	220148293	220272453
"MARK1"	"chr1"	220528136	220664461
"C1orf115"	"chr1"	220690363	220699153
"RNU6ATAC35P"	"chr1"	220825620	220826063
"HLX"	"chr1"	220879431	220885059
"DUSP10"	"chr1"	221701424	221742089
"HHIPL2"	"chr1"	222522258	222548104
"TAF1A"	"chr1"	222557902	222589933
"MIA3"	"chr1"	222618097	222668007
"AIDA"	"chr1"	222668013	222713210
"BROX"	"chr1"	222712553	222735196
"FAM177B"	"chr1"	222737207	222750805
"DISP1"	"chr1"	222815022	223005995
"TLR5"	"chr1"	223109404	223143248
"SUSD4"	"chr1"	223220819	223364178
"CAPN8"	"chr1"	223538007	223665723
"CAPN2"	"chr1"	223701593	223776018
"TP53BP2"	"chr1"	223779893	223845954
"FBXO28"	"chr1"	224114111	224162047
"DEGS1"	"chr1"	224175756	224193441
"NVL"	"chr1"	224227334	224330189
"CNIH4"	"chr1"	224356858	224379459
"WDR26"	"chr1"	224385143	224437033
"CNIH3"	"chr1"	224434660	224740554
"DNAH14"	"chr1"	224896262	225399292
"LBR"	"chr1"	225401502	225428925
"ENAH"	"chr1"	225486835	225653142
"SRP9"	"chr1"	225777813	225790468
"EPHX1"	"chr1"	225810092	225845563
"TMEM63A"	"chr1"	225845536	225882380
"LEFTY1"	"chr1"	225886282	225911382
"PYCR2"	"chr1"	225919877	225924340
"SDE2"	"chr1"	225982702	225999343
"ACBD3"	"chr1"	226144679	226186741
"MIXL1"	"chr1"	226223618	226227060
"LIN9"	"chr1"	226231149	226309869
"PARP1"	"chr1"	226360691	226408093
"ITPKB"	"chr1"	226631690	226739323
"ITPKB-AS1"	"chr1"	226668897	226676345
"PSEN2"	"chr1"	226870184	226896105
"CDC42BPA"	"chr1"	226989865	227318474
"ZNF678"	"chr1"	227563543	227677443
"SNAP47"	"chr1"	227728539	227781231
"JMJD4"	"chr1"	227730425	227735411
"ARF1"	"chr1"	228082660	228099212
